,price,bhk,area
1374,₹1.65 Cr ,"1 BHK Flat for Sale in DN Nagar, Mumbai",Carpet Area450 sqft
1375,₹32 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",Super Area480 sqft
1376,₹1 Cr ,"2 BHK Flat for Sale in Ghatkopar West, Mumbai",Super Area610 sqft
1377,₹75 Lac ," Studio Apartment for Sale in Kapad Bazar, Mumbai",Carpet Area200 sqft
1378,₹1.45 Cr ,"1 BHK Flat for Sale in Worli, Mumbai",Carpet Area425 sqft
1379,₹2 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area752 sqft
1380,₹1.80 Cr ,"2 BHK Flat for Sale in Masjid Bandar, Mumbai",Carpet Area600 sqft
1381,₹1.30 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",Super Area890 sqft
1382,₹1.65 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",Super Area379 sqft
1383,₹1.60 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area660 sqft
1384,₹80 Lac ,"1 BHK Flat for Sale in Malad East, Mumbai",Carpet Area370 sqft
1385,₹2.10 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",Carpet Area730 sqft
1386,₹2.55 Cr ,"3 BHK Flat for Sale in Bhandup West, Mumbai",Carpet Area1085 sqft
1387,₹1.50 Cr ,"1 BHK Flat for Sale in Opera House, Mumbai",Carpet Area550 sqft
1388,₹2.65 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",Super Area1100 sqft
1389,₹30 Lac ,1 BHK Flat for Sale in Mumbai,Super Area343 sqft
1390,₹36.5 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",Carpet Area460 sqft
1391,₹1.25 Cr ,"1 BHK Flat for Sale in Malad West, Mumbai",Super Area464 sqft
1392,₹4 Cr ,"3 BHK Flat for Sale in Goregaon East, Mumbai",Super Area1540 sqft
1393,₹42 Lac ,"2 BHK Flat for Sale in Naigaon East, Mumbai",Super Area725 sqft
1394,₹30 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",Carpet Area400 sqft
1395,₹3.15 Cr ,"2 BHK Flat for Sale in Churi Wadi, Mumbai",Super Area1000 sqft
1396,₹60 Lac ,"1 BHK Flat for Sale in Chembur, Mumbai",Carpet Area275 sqft
1397,₹1.70 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",Carpet Area711 sqft
1398,₹4.31 Cr ,"2 BHK Flat for Sale in Tardeo, Mumbai",Carpet Area850 sqft
1399,₹4.25 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",Carpet Area1168 sqft
1400,₹2.90 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area700 sqft
1401,₹4.25 Cr ,"3 BHK Flat for Sale in Worli, Mumbai",Carpet Area1250 sqft
1402,₹23 Lac ," Studio Apartment for Sale in Mira Road Area, Mumbai",Super Area230 sqft
1403,₹2.40 Cr ,"1 BHK Flat for Sale in Matunga West, Mumbai",Carpet Area635 sqft
1404,₹75 Lac ,"1 BHK Flat for Sale in Vile Parle East, Mumbai",Super Area325 sqft
1405,₹1.60 Cr ,"1 BHK Flat for Sale in Mazgaon, Mumbai",Carpet Area430 sqft
1406,₹66 Lac ,"1 BHK Flat for Sale in Malad West, Mumbai",Carpet Area460 sqft
1407,₹1.10 Cr ,"2 BHK Flat for Sale in Friends Colony Bhandup East, Mumbai",Carpet Area547 sqft
1408,₹28 Lac ,"1 BHK Flat for Sale in Bhandup East, Mumbai",Super Area250 sqft
1409,₹35 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",Carpet Area410 sqft
1410,₹48 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",Super Area690 sqft
1411,₹1.80 Cr ,"2 BHK Flat for Sale in Dahisar East, Mumbai",Super Area800 sqft
1412,₹3.56 Cr ,"2 BHK Flat for Sale in Khar West, Mumbai",Carpet Area775 sqft
1413,₹88 Lac ,3 BHK Flat for Sale in Mumbai,Carpet Area686 sqft
1414,₹83 Lac ,"1 BHK Flat for Sale in Nav Pada, Mumbai",Super Area620 sqft
1415,₹2.65 Cr ,"2 BHK Flat for Sale in Juhu, Mumbai",Carpet Area665 sqft
1416,₹80 Lac ,1 BHK Flat for Sale in Mumbai,Super Area325 sqft
1417,₹1.05 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area420 sqft
1418,₹1.50 Cr ,"2 BHK Flat for Sale in Kanjurmarg East, Mumbai",Carpet Area640 sqft
1419,₹3.80 Cr ,3 BHK Flat for Sale in Mumbai,Carpet Area800 sqft
1420,₹2.65 Cr ,"3 BHK Flat for Sale in LIC Colony Borivali West, Mumbai",Carpet Area1100 sqft
1421,₹18 Lac ,"1 BHK Flat for Sale in Kurla East, Mumbai",Carpet Area450 sqft
1422,₹1.20 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",Carpet Area517 sqft
1423,₹1 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",Carpet Area413 sqft
1424,₹49 Lac ,"3 BHK Flat for Sale in Ulhasnagar, Mumbai",Super Area1577 sqft
1425,₹36 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",Carpet Area550 sqft
1426,₹1.50 Cr ,"1 BHK Flat for Sale in Lower Parel, Mumbai",Super Area600 sqft
1427,₹2.90 Cr ,"1 BHK Flat for Sale in Bandra West, Mumbai",Super Area750 sqft
1428,₹45 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",Super Area320 sqft
1429,₹1.55 Cr ,"2 BHK Flat for Sale in Andheri, Mumbai",Carpet Area630 sqft
1430,₹30.5 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",Carpet Area360 sqft
1431,₹1 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area300 sqft
1432,₹1.80 Cr ,"2 BHK Flat for Sale in Lokhandwala Township Kandivali East, Mumbai",Carpet Area742 sqft
1433,₹50 Lac ,"2 BHK Flat for Sale in Nalasopara East, Mumbai",Super Area850 sqft
1434,₹20 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",Carpet Area260 sqft
1435,₹1.60 Cr ,"1 BHK Flat for Sale in Byculla, Mumbai",Super Area370 sqft
1436,₹2.75 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area800 sqft
1437,₹2.50 Cr ,"3 BHK Flat for Sale in Sukarwadi, Mumbai",Super Area1350 sqft
1438,₹1 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",Carpet Area430 sqft
1439,₹5 Cr ,"2 BHK Flat for Sale in Worli, Mumbai",Super Area1140 sqft
1440,₹4.80 Cr ,"3 BHK Flat for Sale in Parel, Mumbai",Super Area1280 sqft
1441,₹2.15 Cr ,"2 BHK Flat for Sale in Malad East, Mumbai",Carpet Area780 sqft
1442,₹3.75 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area1050 sqft
1443,₹24 Lac ," Studio Apartment for Sale in Vazira, Mumbai",Carpet Area190 sqft
1444,₹13 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",Super Area300 sqft
1445,₹1.20 Cr ,"1 BHK Flat for Sale in Pestom Sagar Colony, Mumbai",Carpet Area428 sqft
1446,₹1.80 Cr ,"2 BHK Flat for Sale in Marol, Mumbai",Super Area619 sqft
1447,₹1 Cr ,"1 BHK Flat for Sale in Borivali West, Mumbai",Super Area590 sqft
1448,₹1.85 Cr ,"2 BHK Flat for Sale in Kurla West, Mumbai",Carpet Area584 sqft
1449,₹1.60 Cr ,"3 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area744 sqft
1450,₹1.65 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",Carpet Area770 sqft
1451,₹2.05 Cr ,"2 BHK Flat for Sale in Kanjurmarg East, Mumbai",Carpet Area784 sqft
1452,₹2.80 Cr ,"2 BHK Flat for Sale in Versova Andheri West, Mumbai",Carpet Area750 sqft
1453,₹1.30 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",Carpet Area620 sqft
1454,₹4.10 Cr ,"3 BHK Flat for Sale in Wadala, Mumbai",Super Area983 sqft
1455,₹2.21 Cr ,"2 BHK Flat for Sale in Rajawadi Colony, Mumbai",Carpet Area789 sqft
1456,₹80 Lac ,"1 BHK Flat for Sale in Bhandup West, Mumbai",Carpet Area660 sqft
1457,₹87 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",Carpet Area624 sqft
1458,₹2 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",Carpet Area640 sqft
1459,₹75 Lac ,"1 BHK Flat for Sale in Sher E Punjab Society, Mumbai",Carpet Area280 sqft
1460,₹1 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",Super Area475 sqft
1461,₹1.95 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area565 sqft
1462,₹1.45 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",Carpet Area572 sqft
1463,₹26 Lac ,1 BHK Flat for Sale in Mumbai,Super Area620 sqft
1464,₹1.75 Cr ,2 BHK Flat for Sale in Mumbai,Carpet Area605 sqft
1465,₹2.35 Cr ,"3 BHK Flat for Sale in Malad West, Mumbai",Carpet Area1100 sqft
1466,₹2.08 Cr ,"2 BHK Flat for Sale in Goregaon West, Mumbai",Carpet Area780 sqft
1467,₹1.25 Cr ,"2 BHK Flat for Sale in Dahisar West, Mumbai",Carpet Area532 sqft
1468,₹1.85 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",Carpet Area650 sqft
1469,₹62 Lac ,"1 BHK Flat for Sale in Mulund, Mumbai",Carpet Area285 sqft
1470,₹5 Cr ,"1 BHK Flat for Sale in Reclamation, Mumbai",Carpet Area450 sqft
1471,₹65 Lac ,"1 BHK Flat for Sale in Kandivali West, Mumbai",Carpet Area304 sqft
1472,₹6.50 Cr ,"4 BHK Flat for Sale in Mulund West, Mumbai",Carpet Area1800 sqft
1473,₹3.25 Cr ,"2 BHK Flat for Sale in Vile Parle East, Mumbai",Carpet Area735 sqft
1474,₹1.55 Cr ,"2 BHK Flat for Sale in Mulund, Mumbai",Carpet Area695 sqft
1475,₹1.40 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",Super Area770 sqft
1476,₹1.25 Cr ,"1 BHK Flat for Sale in Kandivali East, Mumbai",Super Area650 sqft
1477,₹45 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",Carpet Area574 sqft
1478,₹90 Lac ,"1 BHK Flat for Sale in Andheri West, Mumbai",Carpet Area312 sqft
1479,₹40 Lac ,2 BHK Flat for Sale in Mumbai,Carpet Area650 sqft
1480,₹97 Lac ,"1 BHK Flat for Sale in Jogeshwari East, Mumbai",Carpet Area410 sqft
1481,₹45 Lac ,"2 BHK Flat for Sale in Naigaon East, Mumbai",Super Area750 sqft
1482,₹1.05 Cr ,"2 BHK Flat for Sale in Alika Nagar, Mumbai",Carpet Area450 sqft
1483,₹68 Lac ,2 BHK Flat for Sale in Mumbai,Super Area918 sqft
1484,₹17 Lac ," Studio Apartment for Sale in Virar East, Mumbai",Super Area300 sqft
1485,₹3 Cr ,"2 BHK Flat for Sale in Sion East, Mumbai",Carpet Area697 sqft
1486,₹1.30 Cr ,"2 BHK Flat for Sale in Kurla West, Mumbai",Carpet Area652 sqft
1487,₹71 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",Super Area575 sqft
1488,₹37 Lac ,"1 BHK Flat for Sale in Mangal Nagar Versova, Mumbai",Carpet Area455 sqft
1489,₹6.10 Cr ,"3 BHK Flat for Sale in Bandra West, Mumbai",Carpet Area1150 sqft
1490,₹1.20 Cr ,"2 BHK Flat for Sale in Malad East, Mumbai",Super Area500 sqft
1491,₹37 Lac ,"1 BHK Flat for Sale in Vasai West, Mumbai",Super Area500 sqft
1492,₹2.10 Cr ,"2 BHK Flat for Sale in Ghatkopar East, Mumbai",Carpet Area640 sqft
1493,₹1.60 Cr ,"2 BHK Flat for Sale in Chandivali, Mumbai",Super Area810 sqft
1494,₹70 Lac ,"1 BHK Flat for Sale in Motilal Nagar 2, Mumbai",Super Area350 sqft
1495,₹2.85 Cr ,"3 BHK Flat for Sale in Ghatkopar East, Mumbai",Carpet Area951 sqft
1496,₹1.75 Cr ,"1 BHK Flat for Sale in Mahim, Mumbai",Carpet Area540 sqft
1497,₹1 Cr ,"1 BHK Flat for Sale in Borivali East, Mumbai",Super Area378 sqft
1498,₹1.90 Cr ,"1 BHK Flat for Sale in Kherwadi, Mumbai",Carpet Area345 sqft
1499,₹75 Lac ,"1 BHK Flat for Sale in Andheri West, Mumbai",Super Area428 sqft
